host,url,snippet,chunk_text
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=id-ID," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=id-ID," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=de-DE," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=de-DE," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules?lang=fi-FI," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees are not eligible to win. Without limiting the foregoing, Challenges are open to persons who have been paid to participate in and/or provide services in connection with Challenges. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules?lang=fi-FI," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","YOU HAVE THE RIGHT TO OPT OUT OF ARBITRATION AS EXPLAINED IN THAT ARBITRATION CLAUSE. ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees are not eligible to win. Without limiting the foregoing, Challenges are open to persons who have been paid to participate in and/or provide services in connection with Challenges. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=ml-IN," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=ml-IN," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=ga-IE," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=ga-IE," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules?lang=cs-CZ," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees are not eligible to win. Without limiting the foregoing, Challenges are open to persons who have been paid to participate in and/or provide services in connection with Challenges. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules?lang=cs-CZ," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","YOU HAVE THE RIGHT TO OPT OUT OF ARBITRATION AS EXPLAINED IN THAT ARBITRATION CLAUSE. ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees are not eligible to win. Without limiting the foregoing, Challenges are open to persons who have been paid to participate in and/or provide services in connection with Challenges. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules?lang=bn-BD," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees are not eligible to win. Without limiting the foregoing, Challenges are open to persons who have been paid to participate in and/or provide services in connection with Challenges. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules?lang=bn-BD," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","YOU HAVE THE RIGHT TO OPT OUT OF ARBITRATION AS EXPLAINED IN THAT ARBITRATION CLAUSE. ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees are not eligible to win. Without limiting the foregoing, Challenges are open to persons who have been paid to participate in and/or provide services in connection with Challenges. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=es-MX," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=es-MX," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=it-IT," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=it-IT," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules?lang=en-GB," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees are not eligible to win. Without limiting the foregoing, Challenges are open to persons who have been paid to participate in and/or provide services in connection with Challenges. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules?lang=en-GB," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","YOU HAVE THE RIGHT TO OPT OUT OF ARBITRATION AS EXPLAINED IN THAT ARBITRATION CLAUSE. ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees are not eligible to win. Without limiting the foregoing, Challenges are open to persons who have been paid to participate in and/or provide services in connection with Challenges. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=pt-BR," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=pt-BR," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","ELIGIBILITY: Challenges are only open to individuals who, as of the time and date of entry, (1) are permanent legal residents of one (1) of the fifty (50) United States or the District of Columbia with legal tax residency in same and (2) are 16 years of age or older. You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
snap.com,https://snap.com/terms/spotlight-challenges-official-rules/2021-10-22?lang=ru-RU," … subsidiaries, affiliates, promotion and [advertising] agencies, and members of their … ","You may register for a Snapchat account for free. You may also download the Snapchat application for free by visiting the application store for your mobile device and downloading and installing the Snapchat application. (Data rates may apply; you should consult with your carrier for any fees.) Employees of Sponsor, its parent, subsidiaries, affiliates, promotion and advertising agencies, and members of their immediate family (spouse and parent, children and siblings and their respective spouses, regardless of where they reside) and persons living in the same household, whether or not related, of such employees, and persons or entities who have been engaged by or on behalf of Sponsor to test or provide content specifically for Spotlight, or to participate in or provide services in connection with a particular Spotlight Challenge, are not eligible to win. Void in Puerto Rico and other U.S. territories and possessions and where prohibited by law. Challenges are subject to all applicable federal, state and local laws."
